Sample in Buffer,Sample in Window,TRIGGER,m_axi_awvalid_0,m_axi_awready[0:0],m_axi_awaddr_o[0][31:0],m_axi_awprot_o[0][2:0],m_axi_wvalid_0,m_axi_wready_1[0:0],m_axi_wdata_o[0][31:0],m_axi_wstrb_o[0][3:0],m_axi_bvalid_1[0:0],m_axi_bready_0,m_axi_arvalid_0,m_axi_arready_1[0:0],m_axi_araddr_o[0][31:0],m_axi_arprot_o[0][2:0],m_axi_rvalid_1[0:0],m_axi_rready_0,m_axi_rdata_o[0][31:0],m_axi_awvalid_1,m_axi_awready_1[1:1],m_axi_awaddr_o[1][31:0],m_axi_awprot_o[1][2:0],m_axi_wvalid_1,m_axi_wready[1:1],m_axi_wdata_o[1][31:0],m_axi_wstrb_o[1][3:0],m_axi_bvalid[1:1],m_axi_bready_1,m_axi_arvalid_1,m_axi_arready[1:1],m_axi_araddr_o[1][31:0],m_axi_arprot_o[1][2:0],m_axi_rvalid[1:1],m_axi_rready_1,m_axi_rdata_o[1][31:0],RST_IBUF,GPIO_PinIn[31:0],GPIO_PinOut[31:0],GPIO_Rx[31:0],GPIO_Tx[31:0],GPIO_Strength[31:0],GPIO_Pulldown[31:0],GPIO_Pullup[31:0],PROGADDR_IRQ[31:0]
868,868,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
869,869,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
870,870,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
871,871,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
872,872,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
873,873,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
874,874,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
875,875,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
876,876,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
877,877,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
878,878,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
879,879,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
880,880,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
881,881,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
882,882,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
883,883,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
884,884,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
885,885,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
886,886,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
887,887,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
888,888,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
889,889,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
890,890,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
891,891,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
892,892,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
893,893,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
894,894,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
895,895,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
896,896,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
897,897,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
898,898,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
899,899,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
900,900,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
901,901,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
902,902,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
903,903,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
904,904,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
905,905,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
906,906,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
907,907,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
908,908,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
909,909,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
910,910,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
911,911,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
912,912,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
913,913,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
914,914,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
915,915,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
916,916,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
917,917,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
918,918,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
919,919,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
920,920,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
921,921,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
922,922,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
923,923,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
924,924,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
925,925,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
926,926,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
927,927,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
928,928,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
929,929,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
930,930,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
931,931,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
932,932,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
933,933,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
934,934,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
935,935,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
936,936,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
937,937,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
938,938,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
939,939,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
940,940,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
941,941,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
942,942,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
943,943,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
944,944,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
945,945,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
946,946,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
947,947,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
948,948,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
949,949,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
950,950,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
951,951,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
952,952,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
953,953,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
954,954,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
955,955,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
956,956,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
957,957,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
958,958,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
959,959,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
960,960,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
961,961,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
962,962,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
963,963,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
964,964,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
965,965,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
966,966,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
967,967,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
968,968,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
969,969,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
970,970,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
971,971,0,0,1,1000432c,0,0,1,0000004b,f,0,1,0,0,1000432c,0,0,0,00000000,0,0,00000000,0,0,0,00000000,f,0,0,0,0,00000000,0,0,0,00000000,1,00000002,00000000,00000002,00000001,00000000,00000000,00000000,0000059b
